Experiment name:,1st experiment
Duration:, 5 0
Rate:, 50 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, Arb
Units:, Arb
Time
'0:0:46.14,26174
'0:0:46.16,26174
'0:0:46.18,26174
'0:0:46.2,26174
'0:0:46.22,26174
'0:0:46.24,26174
'0:0:46.26,26174
'0:0:46.28,26174
'0:0:46.3,26174
'0:0:46.32,26174
'0:0:46.34,26174
'0:0:46.36,26180
'0:0:46.38,26180
'0:0:46.4,26180
'0:0:46.42,26180
'0:0:46.44,26180
'0:0:46.46,26180
'0:0:46.48,26180
'0:0:46.5,26180
'0:0:46.52,26180
'0:0:46.54,26180
'0:0:46.56,26180
'0:0:46.58,26180
'0:0:46.6,26180
'0:0:46.62,26183
'0:0:46.64,26183
'0:0:46.66,26183
'0:0:46.68,26183
'0:0:46.7,26183
'0:0:46.72,26183
'0:0:46.74,26183
'0:0:46.76,26183
'0:0:46.78,26183
'0:0:46.8,26183
'0:0:46.82,26183
'0:0:46.84,26183
'0:0:46.86,26185
'0:0:46.88,26185
'0:0:46.9,26185
'0:0:46.92,26185
'0:0:46.94,26185
'0:0:46.96,26185
'0:0:46.98,26185
'0:0:47.0,26185
'0:0:47.02,26185
'0:0:47.04,26185
'0:0:47.06,26185
'0:0:47.08,26185
'0:0:47.1,26186
'0:0:47.12,26186
'0:0:47.14,26186
'0:0:47.16,26186
'0:0:47.18,26186
'0:0:47.2,26186
'0:0:47.22,26186
'0:0:47.24,26186
'0:0:47.26,26186
'0:0:47.28,26186
'0:0:47.3,26186
'0:0:47.32,26186
'0:0:47.34,26186
'0:0:47.36,26187
'0:0:47.38,26187
'0:0:47.4,26187
'0:0:47.42,26187
'0:0:47.44,26187
'0:0:47.46,26187
'0:0:47.48,26187
'0:0:47.5,26187
'0:0:47.52,26187
'0:0:47.54,26187
'0:0:47.56,26187
'0:0:47.58,26187
'0:0:47.6,26189
'0:0:47.62,26189
'0:0:47.64,26189
'0:0:47.66,26189
'0:0:47.68,26189
'0:0:47.7,26189
'0:0:47.72,26189
'0:0:47.74,26189
'0:0:47.76,26189
'0:0:47.78,26189
'0:0:47.8,26189
'0:0:47.82,26189
'0:0:47.84,26189
'0:0:47.86,26191
'0:0:47.88,26191
'0:0:47.9,26191
'0:0:47.92,26191
'0:0:47.94,26191
'0:0:47.96,26191
'0:0:47.98,26191
'0:0:48.0,26191
'0:0:48.02,26191
'0:0:48.04,26191
'0:0:48.06,26191
'0:0:48.08,26191
'0:0:48.1,26193
'0:0:48.12,26193
'0:0:48.14,26193
'0:0:48.16,26193
'0:0:48.18,26193
'0:0:48.2,26193
'0:0:48.22,26193
'0:0:48.24,26193
'0:0:48.26,26193
'0:0:48.28,26193
'0:0:48.3,26193
'0:0:48.32,26193
'0:0:48.34,26198
'0:0:48.36,26198
'0:0:48.38,26198
'0:0:48.4,26198
'0:0:48.42,26198
'0:0:48.44,26198
'0:0:48.46,26198
'0:0:48.48,26198
'0:0:48.5,26198
'0:0:48.52,26198
'0:0:48.54,26198
'0:0:48.56,26198
'0:0:48.58,26198
'0:0:48.6,26204
'0:0:48.62,26204
'0:0:48.64,26204
'0:0:48.66,26204
'0:0:48.68,26204
'0:0:48.7,26204
'0:0:48.72,26204
'0:0:48.74,26204
'0:0:48.76,26204
'0:0:48.78,26204
'0:0:48.8,26204
'0:0:48.82,26204
'0:0:48.84,26211
'0:0:48.86,26211
'0:0:48.88,26211
'0:0:48.9,26211
'0:0:48.92,26211
'0:0:48.94,26211
'0:0:48.96,26211
'0:0:48.98,26211
'0:0:49.0,26211
'0:0:49.02,26211
'0:0:49.04,26211
'0:0:49.06,26211
'0:0:49.08,26219
'0:0:49.1,26219
'0:0:49.12,26219
'0:0:49.14,26219
'0:0:49.16,26219
'0:0:49.18,26219
'0:0:49.2,26219
'0:0:49.22,26219
'0:0:49.24,26219
'0:0:49.26,26219
'0:0:49.28,26219
'0:0:49.3,26219
'0:0:49.32,26219
'0:0:49.34,26227
'0:0:49.36,26227
'0:0:49.38,26227
'0:0:49.4,26227
'0:0:49.42,26227
'0:0:49.44,26227
'0:0:49.46,26227
'0:0:49.48,26227
'0:0:49.5,26227
'0:0:49.52,26227
'0:0:49.54,26227
'0:0:49.56,26227
'0:0:49.58,26227
'0:0:49.6,26235
'0:0:49.62,26235
'0:0:49.64,26235
'0:0:49.66,26235
'0:0:49.68,26235
'0:0:49.7,26235
'0:0:49.72,26235
'0:0:49.74,26235
'0:0:49.76,26235
'0:0:49.78,26235
'0:0:49.8,26235
'0:0:49.82,26235
'0:0:49.84,26240
'0:0:49.86,26240
'0:0:49.88,26240
'0:0:49.9,26240
'0:0:49.92,26240
'0:0:49.94,26240
'0:0:49.96,26240
'0:0:49.98,26240
'0:0:50.0,26240
'0:0:50.02,26240
'0:0:50.04,26240
'0:0:50.06,26240
'0:0:50.08,26241
'0:0:50.1,26241
'0:0:50.12,26241
'0:0:50.14,26241
'0:0:50.16,26241
'0:0:50.18,26241
'0:0:50.2,26241
'0:0:50.22,26241
'0:0:50.24,26241
'0:0:50.26,26241
'0:0:50.28,26241
'0:0:50.3,26241
'0:0:50.32,26241
'0:0:50.34,26236
'0:0:50.36,26236
'0:0:50.38,26236
'0:0:50.4,26236
'0:0:50.42,26236
'0:0:50.44,26236
'0:0:50.46,26236
'0:0:50.48,26236
'0:0:50.5,26236
'0:0:50.52,26236
'0:0:50.54,26236
'0:0:50.56,26236
'0:0:50.58,26229
'0:0:50.6,26229
'0:0:50.62,26229
'0:0:50.64,26229
'0:0:50.66,26229
'0:0:50.68,26229
'0:0:50.7,26229
'0:0:50.72,26229
'0:0:50.74,26229
'0:0:50.76,26229
'0:0:50.78,26229
'0:0:50.8,26229
'0:0:50.82,26229
'0:0:50.84,26222
'0:0:50.86,26222
'0:0:50.88,26222
'0:0:50.9,26222
'0:0:50.92,26222
'0:0:50.94,26222
'0:0:50.96,26222
'0:0:50.98,26222
'0:0:51.0,26222
'0:0:51.02,26222
'0:0:51.04,26222
'0:0:51.06,26222
'0:0:51.08,26216
'0:0:51.1,26216
'0:0:51.12,26216
'0:0:51.14,26216
'0:0:51.16,26216
'0:0:51.18,26216
'0:0:51.2,26216
'0:0:51.22,26216
'0:0:51.24,26216
'0:0:51.26,26216
'0:0:51.28,26216
'0:0:51.3,26216
'0:0:51.32,26213
'0:0:51.34,26213
'0:0:51.36,26213
'0:0:51.38,26213
'0:0:51.4,26213
'0:0:51.42,26213
'0:0:51.44,26213
'0:0:51.46,26213
'0:0:51.48,26213
'0:0:51.5,26213
'0:0:51.52,26213
'0:0:51.54,26213
'0:0:51.56,26213
'0:0:51.58,26209
'0:0:51.6,26209
'0:0:51.62,26209
'0:0:51.64,26209
'0:0:51.66,26209
'0:0:51.68,26209
'0:0:51.7,26209
'0:0:51.72,26209
'0:0:51.74,26209
'0:0:51.76,26209
'0:0:51.78,26209
'0:0:51.8,26209
'0:0:51.82,26204
'0:0:51.84,26204
'0:0:51.86,26204
'0:0:51.88,26204
'0:0:51.9,26204
'0:0:51.92,26204
'0:0:51.94,26204
'0:0:51.96,26204
'0:0:51.98,26204
'0:0:52.0,26204
'0:0:52.02,26204
'0:0:52.04,26204
'0:0:52.06,26198
'0:0:52.08,26198
'0:0:52.1,26198
'0:0:52.12,26198
'0:0:52.14,26198
'0:0:52.16,26198
'0:0:52.18,26198
'0:0:52.2,26198
'0:0:52.22,26198
'0:0:52.24,26198
'0:0:52.26,26198
'0:0:52.28,26198
'0:0:52.3,26198
'0:0:52.32,26188
'0:0:52.34,26188
'0:0:52.36,26188
'0:0:52.38,26188
'0:0:52.4,26188
'0:0:52.42,26188
'0:0:52.44,26188
'0:0:52.46,26188
'0:0:52.48,26188
'0:0:52.5,26188
'0:0:52.52,26188
'0:0:52.54,26188
'0:0:52.56,26175
'0:0:52.58,26175
'0:0:52.6,26175
'0:0:52.62,26175
'0:0:52.64,26175
'0:0:52.66,26175
'0:0:52.68,26175
'0:0:52.7,26175
'0:0:52.72,26175
'0:0:52.74,26175
'0:0:52.76,26175
'0:0:52.78,26175
'0:0:52.8,26175
'0:0:52.82,26160
'0:0:52.84,26160
'0:0:52.86,26160
'0:0:52.88,26160
'0:0:52.9,26160
'0:0:52.92,26160
'0:0:52.94,26160
'0:0:52.96,26160
'0:0:52.98,26160
'0:0:53.0,26160
'0:0:53.02,26160
'0:0:53.04,26160
'0:0:53.06,26144
'0:0:53.08,26144
'0:0:53.1,26144
'0:0:53.12,26144
'0:0:53.14,26144
'0:0:53.16,26144
'0:0:53.18,26144
'0:0:53.2,26144
'0:0:53.22,26144
'0:0:53.24,26144
'0:0:53.26,26144
'0:0:53.28,26144
'0:0:53.3,26130
'0:0:53.32,26130
'0:0:53.34,26130
'0:0:53.36,26130
'0:0:53.38,26130
'0:0:53.4,26130
'0:0:53.42,26130
'0:0:53.44,26130
'0:0:53.46,26130
'0:0:53.48,26130
'0:0:53.5,26130
'0:0:53.52,26130
'0:0:53.54,26130
'0:0:53.56,26119
'0:0:53.58,26119
'0:0:53.6,26119
'0:0:53.62,26119
'0:0:53.64,26119
'0:0:53.66,26119
'0:0:53.68,26119
'0:0:53.7,26119
'0:0:53.72,26119
'0:0:53.74,26119
'0:0:53.76,26119
'0:0:53.78,26119
'0:0:53.8,26109
'0:0:53.82,26109
'0:0:53.84,26109
'0:0:53.86,26109
'0:0:53.88,26109
'0:0:53.9,26109
'0:0:53.92,26109
'0:0:53.94,26109
'0:0:53.96,26109
'0:0:53.98,26109
'0:0:54.0,26109
'0:0:54.02,26109
'0:0:54.04,26109
'0:0:54.06,26099
'0:0:54.08,26099
'0:0:54.1,26099
'0:0:54.12,26099
'0:0:54.14,26099
'0:0:54.16,26099
'0:0:54.18,26099
'0:0:54.2,26099
'0:0:54.22,26099
'0:0:54.24,26099
'0:0:54.26,26099
'0:0:54.28,26099
'0:0:54.3,26089
'0:0:54.32,26089
'0:0:54.34,26089
'0:0:54.36,26089
'0:0:54.38,26089
'0:0:54.4,26089
'0:0:54.42,26089
'0:0:54.44,26089
'0:0:54.46,26089
'0:0:54.48,26089
'0:0:54.5,26089
'0:0:54.52,26089
'0:0:54.54,26089
'0:0:54.56,26078
'0:0:54.58,26078
'0:0:54.6,26078
'0:0:54.62,26078
'0:0:54.64,26078
'0:0:54.66,26078
'0:0:54.68,26078
'0:0:54.7,26078
'0:0:54.72,26078
'0:0:54.74,26078
'0:0:54.76,26078
'0:0:54.78,26078
'0:0:54.8,26066
'0:0:54.82,26066
'0:0:54.84,26066
'0:0:54.86,26066
'0:0:54.88,26066
'0:0:54.9,26066
'0:0:54.92,26066
'0:0:54.94,26066
'0:0:54.96,26066
'0:0:54.98,26066
'0:0:55.0,26066
'0:0:55.02,26066
'0:0:55.04,26053
'0:0:55.06,26053
'0:0:55.08,26053
'0:0:55.1,26053
'0:0:55.12,26053
'0:0:55.14,26053
'0:0:55.16,26053
'0:0:55.18,26053
'0:0:55.2,26053
'0:0:55.22,26053
'0:0:55.24,26053
'0:0:55.26,26053
'0:0:55.28,26053
'0:0:55.3,26037
'0:0:55.32,26037
'0:0:55.34,26037
'0:0:55.36,26037
'0:0:55.38,26037
'0:0:55.4,26037
'0:0:55.42,26037
'0:0:55.44,26037
'0:0:55.46,26037
'0:0:55.48,26037
'0:0:55.5,26037
'0:0:55.52,26037
'0:0:55.54,26018
'0:0:55.56,26018
'0:0:55.58,26018
'0:0:55.6,26018
'0:0:55.62,26018
'0:0:55.64,26018
'0:0:55.66,26018
'0:0:55.68,26018
'0:0:55.7,26018
'0:0:55.72,26018
'0:0:55.74,26018
'0:0:55.76,26018
'0:0:55.78,26018
'0:0:55.8,25993
'0:0:55.82,25993
'0:0:55.84,25993
'0:0:55.86,25993
'0:0:55.88,25993
'0:0:55.9,25993
'0:0:55.92,25993
'0:0:55.94,25993
'0:0:55.96,25993
'0:0:55.98,25993
'0:0:56.0,25993
'0:0:56.02,25993
'0:0:56.04,25958
'0:0:56.06,25958
'0:0:56.08,25958
'0:0:56.1,25958
'0:0:56.12,25958
'0:0:56.14,25958
'0:0:56.16,25958
'0:0:56.18,25958
'0:0:56.2,25958
'0:0:56.22,25958
'0:0:56.24,25958
'0:0:56.26,25958
'0:0:56.28,25910
'0:0:56.3,25910
'0:0:56.32,25910
'0:0:56.34,25910
'0:0:56.36,25910
'0:0:56.38,25910
'0:0:56.4,25910
'0:0:56.42,25910
'0:0:56.44,25910
'0:0:56.46,25910
'0:0:56.48,25910
'0:0:56.5,25910
'0:0:56.52,25910
'0:0:56.54,25853
'0:0:56.56,25853
'0:0:56.58,25853
'0:0:56.6,25853
'0:0:56.62,25853
'0:0:56.64,25853
'0:0:56.66,25853
'0:0:56.68,25853
'0:0:56.7,25853
'0:0:56.72,25853
'0:0:56.74,25853
'0:0:56.76,25853
'0:0:56.78,25787
'0:0:56.8,25787
'0:0:56.82,25787
'0:0:56.84,25787
'0:0:56.86,25787
'0:0:56.88,25787
'0:0:56.9,25787
'0:0:56.92,25787
'0:0:56.94,25787
'0:0:56.96,25787
'0:0:56.98,25787
'0:0:57.0,25787
'0:0:57.02,25787
'0:0:57.04,25598
'0:0:57.06,25598
'0:0:57.08,25598
'0:0:57.1,25598
'0:0:57.12,25598
'0:0:57.14,25598
'0:0:57.16,25598
'0:0:57.18,25598
'0:0:57.2,25598
'0:0:57.22,25598
'0:0:57.24,25598
'0:0:57.26,25598
'0:0:57.28,25020
'0:0:57.3,25020
'0:0:57.32,25020
'0:0:57.34,25020
'0:0:57.36,25020
'0:0:57.38,25020
'0:0:57.4,25020
'0:0:57.42,25020
'0:0:57.44,25020
'0:0:57.46,25020
'0:0:57.48,25020
'0:0:57.5,25020
'0:0:57.52,25020
'0:0:57.54,24262
'0:0:57.56,24262
'0:0:57.58,24262
'0:0:57.6,24262
'0:0:57.62,24262
'0:0:57.64,24262
'0:0:57.66,24262
'0:0:57.68,24262
'0:0:57.7,24262
'0:0:57.72,24262
'0:0:57.74,24262
'0:0:57.76,24262
'0:0:57.78,23648
'0:0:57.8,23648
'0:0:57.82,23648
'0:0:57.84,23648
'0:0:57.86,23648
'0:0:57.88,23648
'0:0:57.9,23648
'0:0:57.92,23648
'0:0:57.94,23648
'0:0:57.96,23648
'0:0:57.98,23648
'0:0:58.0,23648
'0:0:58.02,23515
'0:0:58.04,23515
'0:0:58.06,23515
'0:0:58.08,23515
'0:0:58.1,23515
'0:0:58.12,23515
'0:0:58.14,23515
'0:0:58.16,23515
'0:0:58.18,23515
'0:0:58.2,23515
'0:0:58.22,23515
'0:0:58.24,23515
'0:0:58.26,23515
'0:0:58.28,23953
'0:0:58.3,23953
'0:0:58.32,23953
'0:0:58.34,23953
'0:0:58.36,23953
'0:0:58.38,23953
'0:0:58.4,23953
'0:0:58.42,23953
'0:0:58.44,23953
'0:0:58.46,23953
'0:0:58.48,23953
'0:0:58.5,23953
'0:0:58.52,24669
'0:0:58.54,24669
'0:0:58.56,24669
'0:0:58.58,24669
'0:0:58.6,24669
'0:0:58.62,24669
'0:0:58.64,24669
'0:0:58.66,24669
'0:0:58.68,24669
'0:0:58.7,24669
'0:0:58.72,24669
'0:0:58.74,24669
'0:0:58.76,24669
'0:0:58.78,25301
'0:0:58.8,25301
'0:0:58.82,25301
'0:0:58.84,25301
'0:0:58.86,25301
'0:0:58.88,25301
'0:0:58.9,25301
'0:0:58.92,25301
'0:0:58.94,25301
'0:0:58.96,25301
'0:0:58.98,25301
'0:0:59.0,25301
'0:0:59.02,25609
'0:0:59.04,25609
'0:0:59.06,25609
'0:0:59.08,25609
'0:0:59.1,25609
'0:0:59.12,25609
'0:0:59.14,25609
'0:0:59.16,25609
'0:0:59.18,25609
'0:0:59.2,25609
'0:0:59.22,25609
'0:0:59.24,25609
'0:0:59.26,25762
'0:0:59.28,25762
'0:0:59.3,25762
'0:0:59.32,25762
'0:0:59.34,25762
'0:0:59.36,25762
'0:0:59.38,25762
'0:0:59.4,25762
'0:0:59.42,25762
'0:0:59.44,25762
'0:0:59.46,25762
'0:0:59.48,25762
'0:0:59.5,25762
'0:0:59.52,25838
'0:0:59.54,25838
'0:0:59.56,25838
'0:0:59.58,25838
'0:0:59.6,25838
'0:0:59.62,25838
'0:0:59.64,25838
'0:0:59.66,25838
'0:0:59.68,25838
'0:0:59.7,25838
'0:0:59.72,25838
'0:0:59.74,25838
'0:0:59.76,25877
'0:0:59.78,25877
'0:0:59.8,25877
'0:0:59.82,25877
'0:0:59.84,25877
'0:0:59.86,25877
'0:0:59.88,25877
'0:0:59.9,25877
'0:0:59.92,25877
'0:0:59.94,25877
'0:0:59.96,25877
'0:0:59.98,25877
'0:1:0.0,25877
'0:1:0.02,25904
'0:1:0.04,25904
'0:1:0.06,25904
'0:1:0.08,25904
'0:1:0.1,25904
'0:1:0.12,25904
'0:1:0.14,25904
'0:1:0.16,25904
'0:1:0.18,25904
'0:1:0.2,25904
'0:1:0.22,25904
'0:1:0.24,25904
'0:1:0.26,25935
'0:1:0.28,25935
'0:1:0.3,25935
'0:1:0.32,25935
'0:1:0.34,25935
'0:1:0.36,25935
'0:1:0.38,25935
'0:1:0.4,25935
'0:1:0.42,25935
'0:1:0.44,25935
'0:1:0.46,25935
'0:1:0.48,25935
'0:1:0.5,25978
'0:1:0.52,25978
'0:1:0.54,25978
'0:1:0.56,25978
'0:1:0.58,25978
'0:1:0.6,25978
'0:1:0.62,25978
'0:1:0.64,25978
'0:1:0.66,25978
'0:1:0.68,25978
'0:1:0.7,25978
'0:1:0.72,25978
'0:1:0.74,25978
'0:1:0.76,26034
'0:1:0.78,26034
'0:1:0.8,26034
'0:1:0.82,26034
'0:1:0.84,26034
'0:1:0.86,26034
'0:1:0.88,26034
'0:1:0.9,26034
'0:1:0.92,26034
'0:1:0.94,26034
'0:1:0.96,26034
'0:1:0.98,26034
'0:1:1.0,26098
'0:1:1.02,26098
'0:1:1.04,26098
'0:1:1.06,26098
'0:1:1.08,26098
'0:1:1.1,26098
'0:1:1.12,26098
'0:1:1.14,26098
'0:1:1.16,26098
'0:1:1.18,26098
'0:1:1.2,26098
'0:1:1.22,26098
'0:1:1.24,26164
'0:1:1.26,26164
'0:1:1.28,26164
'0:1:1.3,26164
'0:1:1.32,26164
'0:1:1.34,26164
'0:1:1.36,26164
'0:1:1.38,26164
'0:1:1.4,26164
'0:1:1.42,26164
'0:1:1.44,26164
'0:1:1.46,26164
'0:1:1.48,26164
'0:1:1.5,26228
'0:1:1.52,26228
'0:1:1.54,26228
'0:1:1.56,26228
'0:1:1.58,26228
'0:1:1.6,26228
'0:1:1.62,26228
'0:1:1.64,26228
'0:1:1.66,26228
'0:1:1.68,26228
'0:1:1.7,26228
'0:1:1.72,26228
'0:1:1.74,26228
'0:1:1.76,26290
'0:1:1.78,26290
'0:1:1.8,26290
'0:1:1.82,26290
'0:1:1.84,26290
'0:1:1.86,26290
'0:1:1.88,26290
'0:1:1.9,26290
'0:1:1.92,26290
'0:1:1.94,26290
'0:1:1.96,26290
'0:1:1.98,26290
'0:1:2.0,26351
'0:1:2.02,26351
'0:1:2.04,26351
'0:1:2.06,26351
'0:1:2.08,26351
'0:1:2.1,26351
'0:1:2.12,26351
'0:1:2.14,26351
'0:1:2.16,26351
'0:1:2.18,26351
'0:1:2.2,26351
'0:1:2.22,26351
'0:1:2.24,26408
'0:1:2.26,26408
'0:1:2.28,26408
'0:1:2.3,26408
'0:1:2.32,26408
'0:1:2.34,26408
'0:1:2.36,26408
'0:1:2.38,26408
'0:1:2.4,26408
'0:1:2.42,26408
'0:1:2.44,26408
'0:1:2.46,26408
'0:1:2.48,26408
'0:1:2.5,26461
'0:1:2.52,26461
'0:1:2.54,26461
'0:1:2.56,26461
'0:1:2.58,26461
'0:1:2.6,26461
'0:1:2.62,26461
'0:1:2.64,26461
'0:1:2.66,26461
'0:1:2.68,26461
'0:1:2.7,26461
'0:1:2.72,26461
'0:1:2.74,26507
'0:1:2.76,26507
'0:1:2.78,26507
'0:1:2.8,26507
'0:1:2.82,26507
'0:1:2.84,26507
'0:1:2.86,26507
'0:1:2.88,26507
'0:1:2.9,26507
'0:1:2.92,26507
'0:1:2.94,26507
'0:1:2.96,26507
'0:1:2.98,26546
'0:1:3.0,26546
'0:1:3.02,26546
'0:1:3.04,26546
'0:1:3.06,26546
'0:1:3.08,26546
'0:1:3.1,26546
'0:1:3.12,26546
'0:1:3.14,26546
'0:1:3.16,26546
'0:1:3.18,26546
'0:1:3.2,26546
'0:1:3.22,26546
'0:1:3.24,26577
'0:1:3.26,26577
'0:1:3.28,26577
'0:1:3.3,26577
'0:1:3.32,26577
'0:1:3.34,26577
'0:1:3.36,26577
'0:1:3.38,26577
'0:1:3.4,26577
'0:1:3.42,26577
'0:1:3.44,26577
'0:1:3.46,26577
'0:1:3.48,26600
'0:1:3.5,26600
'0:1:3.52,26600
'0:1:3.54,26600
'0:1:3.56,26600
'0:1:3.58,26600
'0:1:3.6,26600
'0:1:3.62,26600
'0:1:3.64,26600
'0:1:3.66,26600
'0:1:3.68,26600
'0:1:3.7,26600
'0:1:3.72,26600
'0:1:3.74,26617
'0:1:3.76,26617
'0:1:3.78,26617
'0:1:3.8,26617
'0:1:3.82,26617
'0:1:3.84,26617
'0:1:3.86,26617
'0:1:3.88,26617
'0:1:3.9,26617
'0:1:3.92,26617
'0:1:3.94,26617
'0:1:3.96,26617
'0:1:3.98,26631
'0:1:4.0,26631
'0:1:4.02,26631
'0:1:4.04,26631
'0:1:4.06,26631
'0:1:4.08,26631
'0:1:4.1,26631
'0:1:4.12,26631
'0:1:4.14,26631
'0:1:4.16,26631
'0:1:4.18,26631
'0:1:4.2,26631
'0:1:4.22,26645
'0:1:4.24,26645
'0:1:4.26,26645
'0:1:4.28,26645
'0:1:4.3,26645
'0:1:4.32,26645
'0:1:4.34,26645
'0:1:4.36,26645
'0:1:4.38,26645
'0:1:4.4,26645
'0:1:4.42,26645
'0:1:4.44,26645
'0:1:4.46,26645
'0:1:4.48,26655
'0:1:4.5,26655
'0:1:4.52,26655
'0:1:4.54,26655
'0:1:4.56,26655
'0:1:4.58,26655
'0:1:4.6,26655
'0:1:4.62,26655
'0:1:4.64,26655
'0:1:4.66,26655
'0:1:4.68,26655
'0:1:4.7,26655
'0:1:4.72,26662
'0:1:4.74,26662
'0:1:4.76,26662
'0:1:4.78,26662
'0:1:4.8,26662
'0:1:4.82,26662
'0:1:4.84,26662
'0:1:4.86,26662
'0:1:4.88,26662
'0:1:4.9,26662
'0:1:4.92,26662
'0:1:4.94,26662
'0:1:4.96,26662
'0:1:4.98,26664
'0:1:5.0,26664
'0:1:5.02,26664
'0:1:5.04,26664
'0:1:5.06,26664
'0:1:5.08,26664
'0:1:5.1,26664
'0:1:5.12,26664
'0:1:5.14,26664
'0:1:5.16,26664
'0:1:5.18,26664
'0:1:5.2,26664
'0:1:5.22,26662
'0:1:5.24,26662
'0:1:5.26,26662
'0:1:5.28,26662
'0:1:5.3,26662
'0:1:5.32,26662
'0:1:5.34,26662
'0:1:5.36,26662
'0:1:5.38,26662
'0:1:5.4,26662
'0:1:5.42,26662
'0:1:5.44,26662
'0:1:5.46,26662
'0:1:5.48,26662
'0:1:5.5,26662
'0:1:5.52,26662
'0:1:5.54,26662
'0:1:5.56,26662
'0:1:5.58,26662
'0:1:5.6,26662
'0:1:5.62,26662
'0:1:5.64,26662
'0:1:5.66,26662
'0:1:5.68,26662
'0:1:5.7,26662
'0:1:5.72,26661
'0:1:5.74,26661
'0:1:5.76,26661
'0:1:5.78,26661
'0:1:5.8,26661
'0:1:5.82,26661
'0:1:5.84,26661
'0:1:5.86,26661
'0:1:5.88,26661
'0:1:5.9,26661
'0:1:5.92,26661
'0:1:5.94,26661
'0:1:5.96,26659
'0:1:5.98,26659
'0:1:6.0,26659
'0:1:6.02,26659
'0:1:6.04,26659
'0:1:6.06,26659
'0:1:6.08,26659
'0:1:6.1,26659
'0:1:6.12,26659
'0:1:6.14,26659
'0:1:6.16,26659
'0:1:6.18,26659
'0:1:6.2,26659
'0:1:6.22,26654
'0:1:6.24,26654
'0:1:6.26,26654
'0:1:6.28,26654
'0:1:6.3,26654
'0:1:6.32,26654
'0:1:6.34,26654
'0:1:6.36,26654
'0:1:6.38,26654
'0:1:6.4,26654
'0:1:6.42,26654
'0:1:6.44,26654
'0:1:6.46,26646
'0:1:6.48,26646
'0:1:6.5,26646
'0:1:6.52,26646
'0:1:6.54,26646
'0:1:6.56,26646
'0:1:6.58,26646
'0:1:6.6,26646
'0:1:6.62,26646
'0:1:6.64,26646
'0:1:6.66,26646
'0:1:6.68,26646
'0:1:6.7,26646
'0:1:6.72,26636
'0:1:6.74,26636
'0:1:6.76,26636
'0:1:6.78,26636
'0:1:6.8,26636
'0:1:6.82,26636
'0:1:6.84,26636
'0:1:6.86,26636
'0:1:6.88,26636
'0:1:6.9,26636
'0:1:6.92,26636
'0:1:6.94,26636
'0:1:6.96,26626
'0:1:6.98,26626
'0:1:7.0,26626
'0:1:7.02,26626
'0:1:7.04,26626
'0:1:7.06,26626
'0:1:7.08,26626
'0:1:7.1,26626
'0:1:7.12,26626
'0:1:7.14,26626
'0:1:7.16,26626
'0:1:7.18,26626
'0:1:7.2,26616
'0:1:7.22,26616
'0:1:7.24,26616
'0:1:7.26,26616
'0:1:7.28,26616
'0:1:7.3,26616
'0:1:7.32,26616
'0:1:7.34,26616
'0:1:7.36,26616
'0:1:7.38,26616
'0:1:7.4,26616
'0:1:7.42,26616
'0:1:7.44,26616
'0:1:7.46,26607
'0:1:7.48,26607
'0:1:7.5,26607
'0:1:7.52,26607
'0:1:7.54,26607
'0:1:7.56,26607
'0:1:7.58,26607
'0:1:7.6,26607
'0:1:7.62,26607
'0:1:7.64,26607
'0:1:7.66,26607
'0:1:7.68,26607
'0:1:7.7,26597
'0:1:7.72,26597
'0:1:7.74,26597
'0:1:7.76,26597
'0:1:7.78,26597
'0:1:7.8,26597
'0:1:7.82,26597
'0:1:7.84,26597
'0:1:7.86,26597
'0:1:7.88,26597
'0:1:7.9,26597
'0:1:7.92,26597
'0:1:7.94,26597
'0:1:7.96,26586
'0:1:7.98,26586
'0:1:8.0,26586
'0:1:8.02,26586
'0:1:8.04,26586
'0:1:8.06,26586
'0:1:8.08,26586
'0:1:8.1,26586
'0:1:8.12,26586
'0:1:8.14,26586
'0:1:8.16,26586
'0:1:8.18,26586
'0:1:8.2,26576
'0:1:8.22,26576
'0:1:8.24,26576
'0:1:8.26,26576
'0:1:8.28,26576
'0:1:8.3,26576
'0:1:8.32,26576
'0:1:8.34,26576
'0:1:8.36,26576
'0:1:8.38,26576
'0:1:8.4,26576
'0:1:8.42,26576
'0:1:8.44,26566
'0:1:8.46,26566
'0:1:8.48,26566
'0:1:8.5,26566
'0:1:8.52,26566
'0:1:8.54,26566
'0:1:8.56,26566
'0:1:8.58,26566
'0:1:8.6,26566
'0:1:8.62,26566
'0:1:8.64,26566
'0:1:8.66,26566
'0:1:8.68,26566
'0:1:8.7,26560
'0:1:8.72,26560
'0:1:8.74,26560
'0:1:8.76,26560
'0:1:8.78,26560
'0:1:8.8,26560
'0:1:8.82,26560
'0:1:8.84,26560
'0:1:8.86,26560
'0:1:8.88,26560
'0:1:8.9,26560
'0:1:8.92,26560
'0:1:8.94,26561
'0:1:8.96,26561
'0:1:8.98,26561
'0:1:9.0,26561
'0:1:9.02,26561
'0:1:9.04,26561
'0:1:9.06,26561
'0:1:9.08,26561
'0:1:9.1,26561
'0:1:9.12,26561
'0:1:9.14,26561
'0:1:9.16,26561
'0:1:9.18,26561
'0:1:9.2,26568
'0:1:9.22,26568
'0:1:9.24,26568
'0:1:9.26,26568
'0:1:9.28,26568
'0:1:9.3,26568
'0:1:9.32,26568
