Experiment name:,1st experiment
Duration:, 5 0
Rate:, 50 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, Arb
Units:, Arb
Time
'0:0:22.94,25910
'0:0:22.96,25910
'0:0:22.98,25910
'0:0:23.0,25910
'0:0:23.02,25910
'0:0:23.04,25903
'0:0:23.06,25903
'0:0:23.08,25903
'0:0:23.1,25903
'0:0:23.12,25903
'0:0:23.14,25903
'0:0:23.16,25903
'0:0:23.18,25903
'0:0:23.2,25903
'0:0:23.22,25903
'0:0:23.24,25903
'0:0:23.26,25903
'0:0:23.28,25895
'0:0:23.3,25895
'0:0:23.32,25895
'0:0:23.34,25895
'0:0:23.36,25895
'0:0:23.38,25895
'0:0:23.4,25895
'0:0:23.42,25895
'0:0:23.44,25895
'0:0:23.46,25895
'0:0:23.48,25895
'0:0:23.5,25895
'0:0:23.52,25895
'0:0:23.54,25887
'0:0:23.56,25887
'0:0:23.58,25887
'0:0:23.6,25887
'0:0:23.62,25887
'0:0:23.64,25887
'0:0:23.66,25887
'0:0:23.68,25887
'0:0:23.7,25887
'0:0:23.72,25887
'0:0:23.74,25887
'0:0:23.76,25887
'0:0:23.78,25879
'0:0:23.8,25879
'0:0:23.82,25879
'0:0:23.84,25879
'0:0:23.86,25879
'0:0:23.88,25879
'0:0:23.9,25879
'0:0:23.92,25879
'0:0:23.94,25879
'0:0:23.96,25879
'0:0:23.98,25879
'0:0:24.0,25879
'0:0:24.02,25870
'0:0:24.04,25870
'0:0:24.06,25870
'0:0:24.08,25870
'0:0:24.1,25870
'0:0:24.12,25870
'0:0:24.14,25870
'0:0:24.16,25870
'0:0:24.18,25870
'0:0:24.2,25870
'0:0:24.22,25870
'0:0:24.24,25870
'0:0:24.26,25870
'0:0:24.28,25862
'0:0:24.3,25862
'0:0:24.32,25862
'0:0:24.34,25862
'0:0:24.36,25862
'0:0:24.38,25862
'0:0:24.4,25862
'0:0:24.42,25862
'0:0:24.44,25862
'0:0:24.46,25862
'0:0:24.48,25862
'0:0:24.5,25862
'0:0:24.52,25853
'0:0:24.54,25853
'0:0:24.56,25853
'0:0:24.58,25853
'0:0:24.6,25853
'0:0:24.62,25853
'0:0:24.64,25853
'0:0:24.66,25853
'0:0:24.68,25853
'0:0:24.7,25853
'0:0:24.72,25853
'0:0:24.74,25853
'0:0:24.76,25853
'0:0:24.78,25844
'0:0:24.8,25844
'0:0:24.82,25844
'0:0:24.84,25844
'0:0:24.86,25844
'0:0:24.88,25844
'0:0:24.9,25844
'0:0:24.92,25844
'0:0:24.94,25844
'0:0:24.96,25844
'0:0:24.98,25844
'0:0:25.0,25844
'0:0:25.02,25836
'0:0:25.04,25836
'0:0:25.06,25836
'0:0:25.08,25836
'0:0:25.1,25836
'0:0:25.12,25836
'0:0:25.14,25836
'0:0:25.16,25836
'0:0:25.18,25836
'0:0:25.2,25836
'0:0:25.22,25836
'0:0:25.24,25836
'0:0:25.26,25836
'0:0:25.28,25829
'0:0:25.3,25829
'0:0:25.32,25829
'0:0:25.34,25829
'0:0:25.36,25829
'0:0:25.38,25829
'0:0:25.4,25829
'0:0:25.42,25829
'0:0:25.44,25829
'0:0:25.46,25829
'0:0:25.48,25829
'0:0:25.5,25829
'0:0:25.52,25821
'0:0:25.54,25821
'0:0:25.56,25821
'0:0:25.58,25821
'0:0:25.6,25821
'0:0:25.62,25821
'0:0:25.64,25821
'0:0:25.66,25821
'0:0:25.68,25821
'0:0:25.7,25821
'0:0:25.72,25821
'0:0:25.74,25821
'0:0:25.76,25813
'0:0:25.78,25813
'0:0:25.8,25813
'0:0:25.82,25813
'0:0:25.84,25813
'0:0:25.86,25813
'0:0:25.88,25813
'0:0:25.9,25813
'0:0:25.92,25813
'0:0:25.94,25813
'0:0:25.96,25813
'0:0:25.98,25813
'0:0:26.0,25813
'0:0:26.02,25805
'0:0:26.04,25805
'0:0:26.06,25805
'0:0:26.08,25805
'0:0:26.1,25805
'0:0:26.12,25805
'0:0:26.14,25805
'0:0:26.16,25805
'0:0:26.18,25805
'0:0:26.2,25805
'0:0:26.22,25805
'0:0:26.24,25805
'0:0:26.26,25797
'0:0:26.28,25797
'0:0:26.3,25797
'0:0:26.32,25797
'0:0:26.34,25797
'0:0:26.36,25797
'0:0:26.38,25797
'0:0:26.4,25797
'0:0:26.42,25797
'0:0:26.44,25797
'0:0:26.46,25797
'0:0:26.48,25797
'0:0:26.5,25797
'0:0:26.52,25789
'0:0:26.54,25789
'0:0:26.56,25789
'0:0:26.58,25789
'0:0:26.6,25789
'0:0:26.62,25789
'0:0:26.64,25789
'0:0:26.66,25789
'0:0:26.68,25789
'0:0:26.7,25789
'0:0:26.72,25789
'0:0:26.74,25789
'0:0:26.76,25782
'0:0:26.78,25782
'0:0:26.8,25782
'0:0:26.82,25782
'0:0:26.84,25782
'0:0:26.86,25782
'0:0:26.88,25782
'0:0:26.9,25782
'0:0:26.92,25782
'0:0:26.94,25782
'0:0:26.96,25782
'0:0:26.98,25782
'0:0:27.0,25775
'0:0:27.02,25775
'0:0:27.04,25775
'0:0:27.06,25775
'0:0:27.08,25775
'0:0:27.1,25775
'0:0:27.12,25775
'0:0:27.14,25775
'0:0:27.16,25775
'0:0:27.18,25775
'0:0:27.2,25775
'0:0:27.22,25775
'0:0:27.24,25775
'0:0:27.26,25768
'0:0:27.28,25768
'0:0:27.3,25768
'0:0:27.32,25768
'0:0:27.34,25768
'0:0:27.36,25768
'0:0:27.38,25768
'0:0:27.4,25768
'0:0:27.42,25768
'0:0:27.44,25768
'0:0:27.46,25768
'0:0:27.48,25768
'0:0:27.5,25762
'0:0:27.52,25762
'0:0:27.54,25762
'0:0:27.56,25762
'0:0:27.58,25762
'0:0:27.6,25762
'0:0:27.62,25762
'0:0:27.64,25762
'0:0:27.66,25762
'0:0:27.68,25762
'0:0:27.7,25762
'0:0:27.72,25762
'0:0:27.74,25762
'0:0:27.76,25757
'0:0:27.78,25757
'0:0:27.8,25757
'0:0:27.82,25757
'0:0:27.84,25757
'0:0:27.86,25757
'0:0:27.88,25757
'0:0:27.9,25757
'0:0:27.92,25757
'0:0:27.94,25757
'0:0:27.96,25757
'0:0:27.98,25757
'0:0:28.0,25754
'0:0:28.02,25754
'0:0:28.04,25754
'0:0:28.06,25754
'0:0:28.08,25754
'0:0:28.1,25754
'0:0:28.12,25754
'0:0:28.14,25754
'0:0:28.16,25754
'0:0:28.18,25754
'0:0:28.2,25754
'0:0:28.22,25754
'0:0:28.24,25749
'0:0:28.26,25749
'0:0:28.28,25749
'0:0:28.3,25749
'0:0:28.32,25749
'0:0:28.34,25749
'0:0:28.36,25749
'0:0:28.38,25749
'0:0:28.4,25749
'0:0:28.42,25749
'0:0:28.44,25749
'0:0:28.46,25749
'0:0:28.48,25749
'0:0:28.5,25743
'0:0:28.52,25743
'0:0:28.54,25743
'0:0:28.56,25743
'0:0:28.58,25743
'0:0:28.6,25743
'0:0:28.62,25743
'0:0:28.64,25743
'0:0:28.66,25743
'0:0:28.68,25743
'0:0:28.7,25743
'0:0:28.72,25743
'0:0:28.74,25737
'0:0:28.76,25737
'0:0:28.78,25737
'0:0:28.8,25737
'0:0:28.82,25737
'0:0:28.84,25737
'0:0:28.86,25737
'0:0:28.88,25737
'0:0:28.9,25737
'0:0:28.92,25737
'0:0:28.94,25737
'0:0:28.96,25737
'0:0:28.98,25737
'0:0:29.0,25729
'0:0:29.02,25729
'0:0:29.04,25729
'0:0:29.06,25729
'0:0:29.08,25729
'0:0:29.1,25729
'0:0:29.12,25729
'0:0:29.14,25729
'0:0:29.16,25729
'0:0:29.18,25729
'0:0:29.2,25729
'0:0:29.22,25729
'0:0:29.24,25724
'0:0:29.26,25724
'0:0:29.28,25724
'0:0:29.3,25724
'0:0:29.32,25724
'0:0:29.34,25724
'0:0:29.36,25724
'0:0:29.38,25724
'0:0:29.4,25724
'0:0:29.42,25724
'0:0:29.44,25724
'0:0:29.46,25724
'0:0:29.48,25724
'0:0:29.5,25718
'0:0:29.52,25718
'0:0:29.54,25718
'0:0:29.56,25718
'0:0:29.58,25718
'0:0:29.6,25718
'0:0:29.62,25718
'0:0:29.64,25718
'0:0:29.66,25718
'0:0:29.68,25718
'0:0:29.7,25718
'0:0:29.72,25718
'0:0:29.74,25712
'0:0:29.76,25712
'0:0:29.78,25712
'0:0:29.8,25712
'0:0:29.82,25712
'0:0:29.84,25712
'0:0:29.86,25712
'0:0:29.88,25712
'0:0:29.9,25712
'0:0:29.92,25712
'0:0:29.94,25712
'0:0:29.96,25712
'0:0:29.98,25706
'0:0:30.0,25706
'0:0:30.02,25706
'0:0:30.04,25706
'0:0:30.06,25706
'0:0:30.08,25706
'0:0:30.1,25706
'0:0:30.12,25706
'0:0:30.14,25706
'0:0:30.16,25706
'0:0:30.18,25706
'0:0:30.2,25706
'0:0:30.22,25706
'0:0:30.24,25699
'0:0:30.26,25699
'0:0:30.28,25699
'0:0:30.3,25699
'0:0:30.32,25699
'0:0:30.34,25699
'0:0:30.36,25699
'0:0:30.38,25699
'0:0:30.4,25699
'0:0:30.42,25699
'0:0:30.44,25699
'0:0:30.46,25699
'0:0:30.48,25693
'0:0:30.5,25693
'0:0:30.52,25693
'0:0:30.54,25693
'0:0:30.56,25693
'0:0:30.58,25693
'0:0:30.6,25693
'0:0:30.62,25693
'0:0:30.64,25693
'0:0:30.66,25693
'0:0:30.68,25693
'0:0:30.7,25693
'0:0:30.72,25686
'0:0:30.74,25686
'0:0:30.76,25686
'0:0:30.78,25686
'0:0:30.8,25686
'0:0:30.82,25686
'0:0:30.84,25686
'0:0:30.86,25686
'0:0:30.88,25686
'0:0:30.9,25686
'0:0:30.92,25686
'0:0:30.94,25686
'0:0:30.96,25686
'0:0:30.98,25677
'0:0:31.0,25677
'0:0:31.02,25677
'0:0:31.04,25677
'0:0:31.06,25677
'0:0:31.08,25677
'0:0:31.1,25677
'0:0:31.12,25677
'0:0:31.14,25677
'0:0:31.16,25677
'0:0:31.18,25677
'0:0:31.2,25677
'0:0:31.22,25667
'0:0:31.24,25667
'0:0:31.26,25667
'0:0:31.28,25667
'0:0:31.3,25667
'0:0:31.32,25667
'0:0:31.34,25667
'0:0:31.36,25667
'0:0:31.38,25667
'0:0:31.4,25667
'0:0:31.42,25667
'0:0:31.44,25667
'0:0:31.46,25667
'0:0:31.48,25657
'0:0:31.5,25657
'0:0:31.52,25657
'0:0:31.54,25657
'0:0:31.56,25657
'0:0:31.58,25657
'0:0:31.6,25657
'0:0:31.62,25657
'0:0:31.64,25657
'0:0:31.66,25657
'0:0:31.68,25657
'0:0:31.7,25657
'0:0:31.72,25648
'0:0:31.74,25648
'0:0:31.76,25648
'0:0:31.78,25648
'0:0:31.8,25648
'0:0:31.82,25648
'0:0:31.84,25648
'0:0:31.86,25648
'0:0:31.88,25648
'0:0:31.9,25648
'0:0:31.92,25648
'0:0:31.94,25648
'0:0:31.96,25640
'0:0:31.98,25640
'0:0:32.0,25640
'0:0:32.02,25640
'0:0:32.04,25640
'0:0:32.06,25640
'0:0:32.08,25640
'0:0:32.1,25640
'0:0:32.12,25640
'0:0:32.14,25640
'0:0:32.16,25640
'0:0:32.18,25640
'0:0:32.2,25640
'0:0:32.22,25630
'0:0:32.24,25630
'0:0:32.26,25630
'0:0:32.28,25630
'0:0:32.3,25630
'0:0:32.32,25630
'0:0:32.34,25630
'0:0:32.36,25630
'0:0:32.38,25630
'0:0:32.4,25630
'0:0:32.42,25630
'0:0:32.44,25630
'0:0:32.46,25621
'0:0:32.48,25621
'0:0:32.5,25621
'0:0:32.52,25621
'0:0:32.54,25621
'0:0:32.56,25621
'0:0:32.58,25621
'0:0:32.6,25621
'0:0:32.62,25621
'0:0:32.64,25621
'0:0:32.66,25621
'0:0:32.68,25621
'0:0:32.7,25621
'0:0:32.72,25610
'0:0:32.74,25610
'0:0:32.76,25610
'0:0:32.78,25610
'0:0:32.8,25610
'0:0:32.82,25610
'0:0:32.84,25610
'0:0:32.86,25610
'0:0:32.88,25610
'0:0:32.9,25610
'0:0:32.92,25610
'0:0:32.94,25610
'0:0:32.96,25599
'0:0:32.98,25599
'0:0:33.0,25599
'0:0:33.02,25599
'0:0:33.04,25599
'0:0:33.06,25599
'0:0:33.08,25599
'0:0:33.1,25599
'0:0:33.12,25599
'0:0:33.14,25599
'0:0:33.16,25599
'0:0:33.18,25599
'0:0:33.2,25599
'0:0:33.22,25589
'0:0:33.24,25589
'0:0:33.26,25589
'0:0:33.28,25589
'0:0:33.3,25589
'0:0:33.32,25589
'0:0:33.34,25589
'0:0:33.36,25589
'0:0:33.38,25589
'0:0:33.4,25589
'0:0:33.42,25589
'0:0:33.44,25589
'0:0:33.46,25579
'0:0:33.48,25579
'0:0:33.5,25579
'0:0:33.52,25579
'0:0:33.54,25579
'0:0:33.56,25579
'0:0:33.58,25579
'0:0:33.6,25579
'0:0:33.62,25579
'0:0:33.64,25579
'0:0:33.66,25579
'0:0:33.68,25579
'0:0:33.7,25570
'0:0:33.72,25570
'0:0:33.74,25570
'0:0:33.76,25570
'0:0:33.78,25570
'0:0:33.8,25570
'0:0:33.82,25570
'0:0:33.84,25570
'0:0:33.86,25570
'0:0:33.88,25570
'0:0:33.9,25570
'0:0:33.92,25570
'0:0:33.94,25570
'0:0:33.96,25562
'0:0:33.98,25562
'0:0:34.0,25562
'0:0:34.02,25562
'0:0:34.04,25562
'0:0:34.06,25562
'0:0:34.08,25562
'0:0:34.1,25562
'0:0:34.12,25562
'0:0:34.14,25562
'0:0:34.16,25562
'0:0:34.18,25562
'0:0:34.2,25553
'0:0:34.22,25553
'0:0:34.24,25553
'0:0:34.26,25553
'0:0:34.28,25553
'0:0:34.3,25553
'0:0:34.32,25553
'0:0:34.34,25553
'0:0:34.36,25553
'0:0:34.38,25553
'0:0:34.4,25553
'0:0:34.42,25553
'0:0:34.44,25553
'0:0:34.46,25544
'0:0:34.48,25544
'0:0:34.5,25544
'0:0:34.52,25544
'0:0:34.54,25544
'0:0:34.56,25544
'0:0:34.58,25544
'0:0:34.6,25544
'0:0:34.62,25544
'0:0:34.64,25544
'0:0:34.66,25544
'0:0:34.68,25544
'0:0:34.7,25532
'0:0:34.72,25532
'0:0:34.74,25532
'0:0:34.76,25532
'0:0:34.78,25532
'0:0:34.8,25532
'0:0:34.82,25532
'0:0:34.84,25532
'0:0:34.86,25532
'0:0:34.88,25532
'0:0:34.9,25532
'0:0:34.92,25532
'0:0:34.94,25517
'0:0:34.96,25517
'0:0:34.98,25517
'0:0:35.0,25517
'0:0:35.02,25517
'0:0:35.04,25517
'0:0:35.06,25517
'0:0:35.08,25517
'0:0:35.1,25517
'0:0:35.12,25517
'0:0:35.14,25517
'0:0:35.16,25517
'0:0:35.18,25517
'0:0:35.2,25500
'0:0:35.22,25500
'0:0:35.24,25500
'0:0:35.26,25500
'0:0:35.28,25500
'0:0:35.3,25500
'0:0:35.32,25500
'0:0:35.34,25500
'0:0:35.36,25500
'0:0:35.38,25500
'0:0:35.4,25500
'0:0:35.42,25500
'0:0:35.44,25478
'0:0:35.46,25478
'0:0:35.48,25478
'0:0:35.5,25478
'0:0:35.52,25478
'0:0:35.54,25478
'0:0:35.56,25478
'0:0:35.58,25478
'0:0:35.6,25478
'0:0:35.62,25478
'0:0:35.64,25478
'0:0:35.66,25478
'0:0:35.68,25478
'0:0:35.7,25451
'0:0:35.72,25451
'0:0:35.74,25451
'0:0:35.76,25451
'0:0:35.78,25451
'0:0:35.8,25451
'0:0:35.82,25451
'0:0:35.84,25451
'0:0:35.86,25451
'0:0:35.88,25451
'0:0:35.9,25451
'0:0:35.92,25451
'0:0:35.94,25418
'0:0:35.96,25418
'0:0:35.98,25418
'0:0:36.0,25418
'0:0:36.02,25418
'0:0:36.04,25418
'0:0:36.06,25418
'0:0:36.08,25418
'0:0:36.1,25418
'0:0:36.12,25418
'0:0:36.14,25418
'0:0:36.16,25418
'0:0:36.18,25380
'0:0:36.2,25380
'0:0:36.22,25380
'0:0:36.24,25380
'0:0:36.26,25380
'0:0:36.28,25380
'0:0:36.3,25380
'0:0:36.32,25380
'0:0:36.34,25380
'0:0:36.36,25380
'0:0:36.38,25380
'0:0:36.4,25380
'0:0:36.42,25380
'0:0:36.44,25340
'0:0:36.46,25340
'0:0:36.48,25340
'0:0:36.5,25340
'0:0:36.52,25340
'0:0:36.54,25340
'0:0:36.56,25340
'0:0:36.58,25340
'0:0:36.6,25340
'0:0:36.62,25340
'0:0:36.64,25340
'0:0:36.66,25340
'0:0:36.68,25303
'0:0:36.7,25303
'0:0:36.72,25303
'0:0:36.74,25303
'0:0:36.76,25303
'0:0:36.78,25303
'0:0:36.8,25303
'0:0:36.82,25303
'0:0:36.84,25303
'0:0:36.86,25303
'0:0:36.88,25303
'0:0:36.9,25303
'0:0:36.92,25303
'0:0:36.94,25253
'0:0:36.96,25253
'0:0:36.98,25253
'0:0:37.0,25253
'0:0:37.02,25253
'0:0:37.04,25253
'0:0:37.06,25253
'0:0:37.08,25253
'0:0:37.1,25253
'0:0:37.12,25253
'0:0:37.14,25253
'0:0:37.16,25253
'0:0:37.18,25150
'0:0:37.2,25150
'0:0:37.22,25150
'0:0:37.24,25150
'0:0:37.26,25150
'0:0:37.28,25150
'0:0:37.3,25150
'0:0:37.32,25150
'0:0:37.34,25150
'0:0:37.36,25150
'0:0:37.38,25150
'0:0:37.4,25150
'0:0:37.42,25150
'0:0:37.44,24910
'0:0:37.46,24910
'0:0:37.48,24910
'0:0:37.5,24910
'0:0:37.52,24910
'0:0:37.54,24910
'0:0:37.56,24910
'0:0:37.58,24910
'0:0:37.6,24910
'0:0:37.62,24910
'0:0:37.64,24910
'0:0:37.66,24910
'0:0:37.68,24511
'0:0:37.7,24511
'0:0:37.72,24511
'0:0:37.74,24511
'0:0:37.76,24511
'0:0:37.78,24511
'0:0:37.8,24511
'0:0:37.82,24511
'0:0:37.84,24511
'0:0:37.86,24511
'0:0:37.88,24511
'0:0:37.9,24511
'0:0:37.92,24136
'0:0:37.94,24136
'0:0:37.96,24136
'0:0:37.98,24136
'0:0:38.0,24136
'0:0:38.02,24136
'0:0:38.04,24136
'0:0:38.06,24136
'0:0:38.08,24136
'0:0:38.1,24136
'0:0:38.12,24136
'0:0:38.14,24136
'0:0:38.16,24136
'0:0:38.18,23919
'0:0:38.2,23919
'0:0:38.22,23919
'0:0:38.24,23919
'0:0:38.26,23919
'0:0:38.28,23919
'0:0:38.3,23919
'0:0:38.32,23919
'0:0:38.34,23919
'0:0:38.36,23919
'0:0:38.38,23919
'0:0:38.4,23919
'0:0:38.42,23890
'0:0:38.44,23890
'0:0:38.46,23890
'0:0:38.48,23890
'0:0:38.5,23890
'0:0:38.52,23890
'0:0:38.54,23890
'0:0:38.56,23890
'0:0:38.58,23890
'0:0:38.6,23890
'0:0:38.62,23890
'0:0:38.64,23890
'0:0:38.66,23890
'0:0:38.68,23886
'0:0:38.7,23886
'0:0:38.72,23886
'0:0:38.74,23886
'0:0:38.76,23886
'0:0:38.78,23886
'0:0:38.8,23886
'0:0:38.82,23886
'0:0:38.84,23886
'0:0:38.86,23886
'0:0:38.88,23886
'0:0:38.9,23886
'0:0:38.92,23892
'0:0:38.94,23892
'0:0:38.96,23892
'0:0:38.98,23892
'0:0:39.0,23892
'0:0:39.02,23892
'0:0:39.04,23892
'0:0:39.06,23892
'0:0:39.08,23892
'0:0:39.1,23892
'0:0:39.12,23892
'0:0:39.14,23892
'0:0:39.16,24050
'0:0:39.18,24050
'0:0:39.2,24050
'0:0:39.22,24050
'0:0:39.24,24050
'0:0:39.26,24050
'0:0:39.28,24050
'0:0:39.3,24050
'0:0:39.32,24050
'0:0:39.34,24050
'0:0:39.36,24050
'0:0:39.38,24050
'0:0:39.4,24050
'0:0:39.42,24305
'0:0:39.44,24305
'0:0:39.46,24305
'0:0:39.48,24305
'0:0:39.5,24305
'0:0:39.52,24305
'0:0:39.54,24305
'0:0:39.56,24305
'0:0:39.58,24305
'0:0:39.6,24305
'0:0:39.62,24305
'0:0:39.64,24305
'0:0:39.66,24765
'0:0:39.68,24765
'0:0:39.7,24765
'0:0:39.72,24765
'0:0:39.74,24765
'0:0:39.76,24765
'0:0:39.78,24765
'0:0:39.8,24765
'0:0:39.82,24765
'0:0:39.84,24765
'0:0:39.86,24765
'0:0:39.88,24765
'0:0:39.9,25242
'0:0:39.92,25242
'0:0:39.94,25242
'0:0:39.96,25242
'0:0:39.98,25242
'0:0:40.0,25242
'0:0:40.02,25242
'0:0:40.04,25242
'0:0:40.06,25242
'0:0:40.08,25242
'0:0:40.1,25242
'0:0:40.12,25242
'0:0:40.14,25242
'0:0:40.16,25487
'0:0:40.18,25487
'0:0:40.2,25487
'0:0:40.22,25487
'0:0:40.24,25487
'0:0:40.26,25487
'0:0:40.28,25487
'0:0:40.3,25487
'0:0:40.32,25487
'0:0:40.34,25487
'0:0:40.36,25487
'0:0:40.38,25487
'0:0:40.4,25604
'0:0:40.42,25604
'0:0:40.44,25604
'0:0:40.46,25604
'0:0:40.48,25604
'0:0:40.5,25604
'0:0:40.52,25604
'0:0:40.54,25604
'0:0:40.56,25604
'0:0:40.58,25604
'0:0:40.6,25604
'0:0:40.62,25604
'0:0:40.64,25604
'0:0:40.66,25663
'0:0:40.68,25663
'0:0:40.7,25663
'0:0:40.72,25663
'0:0:40.74,25663
'0:0:40.76,25663
'0:0:40.78,25663
'0:0:40.8,25663
'0:0:40.82,25663
'0:0:40.84,25663
'0:0:40.86,25663
'0:0:40.88,25663
'0:0:40.9,25695
'0:0:40.92,25695
'0:0:40.94,25695
'0:0:40.96,25695
'0:0:40.98,25695
'0:0:41.0,25695
'0:0:41.02,25695
'0:0:41.04,25695
'0:0:41.06,25695
'0:0:41.08,25695
'0:0:41.1,25695
'0:0:41.12,25695
'0:0:41.14,25695
'0:0:41.16,25716
'0:0:41.18,25716
'0:0:41.2,25716
'0:0:41.22,25716
'0:0:41.24,25716
'0:0:41.26,25716
'0:0:41.28,25716
'0:0:41.3,25716
'0:0:41.32,25716
'0:0:41.34,25716
'0:0:41.36,25716
'0:0:41.38,25716
'0:0:41.4,25734
'0:0:41.42,25734
'0:0:41.44,25734
'0:0:41.46,25734
'0:0:41.48,25734
'0:0:41.5,25734
'0:0:41.52,25734
'0:0:41.54,25734
'0:0:41.56,25734
'0:0:41.58,25734
'0:0:41.6,25734
'0:0:41.62,25734
'0:0:41.64,25754
'0:0:41.66,25754
'0:0:41.68,25754
'0:0:41.7,25754
'0:0:41.72,25754
'0:0:41.74,25754
'0:0:41.76,25754
'0:0:41.78,25754
'0:0:41.8,25754
'0:0:41.82,25754
'0:0:41.84,25754
'0:0:41.86,25754
'0:0:41.88,25754
'0:0:41.9,25778
'0:0:41.92,25778
'0:0:41.94,25778
'0:0:41.96,25778
'0:0:41.98,25778
'0:0:42.0,25778
'0:0:42.02,25778
'0:0:42.04,25778
'0:0:42.06,25778
'0:0:42.08,25778
'0:0:42.1,25778
'0:0:42.12,25778
'0:0:42.14,25805
'0:0:42.16,25805
'0:0:42.18,25805
'0:0:42.2,25805
'0:0:42.22,25805
'0:0:42.24,25805
'0:0:42.26,25805
'0:0:42.28,25805
'0:0:42.3,25805
'0:0:42.32,25805
'0:0:42.34,25805
'0:0:42.36,25805
'0:0:42.38,25805
'0:0:42.4,25835
'0:0:42.42,25835
'0:0:42.44,25835
'0:0:42.46,25835
'0:0:42.48,25835
'0:0:42.5,25835
'0:0:42.52,25835
'0:0:42.54,25835
'0:0:42.56,25835
'0:0:42.58,25835
'0:0:42.6,25835
'0:0:42.62,25835
'0:0:42.64,25873
'0:0:42.66,25873
'0:0:42.68,25873
'0:0:42.7,25873
'0:0:42.72,25873
'0:0:42.74,25873
'0:0:42.76,25873
'0:0:42.78,25873
'0:0:42.8,25873
'0:0:42.82,25873
'0:0:42.84,25873
'0:0:42.86,25873
'0:0:42.88,25913
'0:0:42.9,25913
'0:0:42.92,25913
'0:0:42.94,25913
'0:0:42.96,25913
'0:0:42.98,25913
'0:0:43.0,25913
'0:0:43.02,25913
'0:0:43.04,25913
'0:0:43.06,25913
'0:0:43.08,25913
'0:0:43.1,25913
'0:0:43.12,25913
'0:0:43.14,25954
'0:0:43.16,25954
'0:0:43.18,25954
'0:0:43.2,25954
'0:0:43.22,25954
'0:0:43.24,25954
'0:0:43.26,25954
'0:0:43.28,25954
'0:0:43.3,25954
'0:0:43.32,25954
'0:0:43.34,25954
'0:0:43.36,25954
'0:0:43.38,25993
'0:0:43.4,25993
'0:0:43.42,25993
'0:0:43.44,25993
'0:0:43.46,25993
'0:0:43.48,25993
'0:0:43.5,25993
'0:0:43.52,25993
'0:0:43.54,25993
'0:0:43.56,25993
'0:0:43.58,25993
'0:0:43.6,25993
'0:0:43.62,25993
'0:0:43.64,26025
'0:0:43.66,26025
'0:0:43.68,26025
'0:0:43.7,26025
'0:0:43.72,26025
'0:0:43.74,26025
'0:0:43.76,26025
'0:0:43.78,26025
'0:0:43.8,26025
'0:0:43.82,26025
'0:0:43.84,26025
'0:0:43.86,26025
'0:0:43.88,26052
'0:0:43.9,26052
'0:0:43.92,26052
'0:0:43.94,26052
'0:0:43.96,26052
'0:0:43.98,26052
'0:0:44.0,26052
'0:0:44.02,26052
'0:0:44.04,26052
'0:0:44.06,26052
'0:0:44.08,26052
'0:0:44.1,26052
'0:0:44.12,26076
'0:0:44.14,26076
'0:0:44.16,26076
'0:0:44.18,26076
'0:0:44.2,26076
'0:0:44.22,26076
'0:0:44.24,26076
'0:0:44.26,26076
'0:0:44.28,26076
'0:0:44.3,26076
'0:0:44.32,26076
'0:0:44.34,26076
'0:0:44.36,26076
'0:0:44.38,26098
'0:0:44.4,26098
'0:0:44.42,26098
'0:0:44.44,26098
'0:0:44.46,26098
'0:0:44.48,26098
'0:0:44.5,26098
'0:0:44.52,26098
'0:0:44.54,26098
'0:0:44.56,26098
'0:0:44.58,26098
'0:0:44.6,26098
'0:0:44.62,26117
'0:0:44.64,26117
'0:0:44.66,26117
'0:0:44.68,26117
'0:0:44.7,26117
'0:0:44.72,26117
'0:0:44.74,26117
'0:0:44.76,26117
'0:0:44.78,26117
'0:0:44.8,26117
'0:0:44.82,26117
'0:0:44.84,26117
'0:0:44.86,26117
'0:0:44.88,26132
'0:0:44.9,26132
'0:0:44.92,26132
'0:0:44.94,26132
'0:0:44.96,26132
'0:0:44.98,26132
'0:0:45.0,26132
'0:0:45.02,26132
'0:0:45.04,26132
'0:0:45.06,26132
'0:0:45.08,26132
'0:0:45.1,26132
'0:0:45.12,26145
'0:0:45.14,26145
'0:0:45.16,26145
'0:0:45.18,26145
'0:0:45.2,26145
'0:0:45.22,26145
'0:0:45.24,26145
'0:0:45.26,26145
'0:0:45.28,26145
'0:0:45.3,26145
'0:0:45.32,26145
'0:0:45.34,26145
'0:0:45.36,26145
'0:0:45.38,26155
'0:0:45.4,26155
'0:0:45.42,26155
'0:0:45.44,26155
'0:0:45.46,26155
'0:0:45.48,26155
'0:0:45.5,26155
'0:0:45.52,26155
'0:0:45.54,26155
'0:0:45.56,26155
'0:0:45.58,26155
'0:0:45.6,26155
'0:0:45.62,26162
'0:0:45.64,26162
'0:0:45.66,26162
'0:0:45.68,26162
'0:0:45.7,26162
'0:0:45.72,26162
'0:0:45.74,26162
'0:0:45.76,26162
'0:0:45.78,26162
'0:0:45.8,26162
'0:0:45.82,26162
'0:0:45.84,26162
'0:0:45.86,26168
'0:0:45.88,26168
'0:0:45.9,26168
'0:0:45.92,26168
'0:0:45.94,26168
'0:0:45.96,26168
'0:0:45.98,26168
'0:0:46.0,26168
'0:0:46.02,26168
'0:0:46.04,26168
'0:0:46.06,26168
'0:0:46.08,26168
'0:0:46.1,26168
'0:0:46.12,26174
